project,HASH,DATE,Cyclomatic,PreDays,LA,LD,SIZE,SAME,CUR_file,PREV_file,Top_NS,Bottom_NS,NF,File_entropy,Churn_entropy,NC,NFC,Fuzzy_score,NB_score,NBM_score,DMN_score,COMP_score,crash_label
ankidroid_Anki-Android,822d5cf0bd094de0b2e03ffb8babcc65a1946e59,2011-01-13,3203,0.0,7,2,17778,2,2,12,1,1,1,0.0,0.0,1,0,0.499999999975,0.9582923441793813,0.9582923441793813,0.9582923441793813,0.9926656877329813,CRASH
ankidroid_Anki-Android,d1e3fd77b86b9dc31affbb288e9d836d56904d3b,2011-01-13,3218,0.0,109,89,17849,2,6,2,1,1,3,1.5,0.545111414463353,8,0,0.4999982711105736,0.5409003329935826,0.5409003329935826,0.5409003329935826,0.874058502094469,CRASH
ankidroid_Anki-Android,98bdcdd11eab58bf2bfde9aa0ca4eeedbc4fe1ff,2011-01-14,3220,1.0,18,3,17862,2,2,6,1,1,1,0.0,0.0,1,0,0.499999999975,0.9999999980641404,0.9999999980641404,0.9999999980641404,0.999999999671445,CRASH
ankidroid_Anki-Android,64555dcc017abebd2847177239476f9d7fb177f6,2011-01-17,3278,3.0,834,548,18126,2,11,2,1,1,6,2.25979922340057,1.48165331943815,19,0,0.4999999999749668,0.9925253849666396,0.9925253849666396,0.9925253849666396,0.9987243027282326,CRASH
ankidroid_Anki-Android,9243478322d56390e82dd38eb9d28d7b31ae1a85,2011-01-18,3280,1.0,12,9,18137,3,3,11,1,1,2,0.811278124459133,0.70246655129039,4,0,0.499999711828033,0.927003214946859,0.927003214946859,0.927003214946859,0.9868200051725508,NON_CRASH
ankidroid_Anki-Android,868ca9028681dcc7883368c4457104812c861906,2011-01-18,3283,0.0,62,30,18156,3,3,3,1,1,1,0.0,0.0,1,0,0.4999999999697949,0.7628852735345695,0.7628852735345695,0.7628852735345695,0.9498804822194884,NON_CRASH
ankidroid_Anki-Android,8dccf9821bf99ca4d008ec13d186c148cec1657e,2011-01-19,3288,1.0,0,2,18164,2,6,2,1,1,1,0.0,0.0,2,0,0.4994826598011411,0.0829168099291331,0.0829168099291331,0.0829168099291331,0.3475109303718263,NON_CRASH
ankidroid_Anki-Android,badb0dc1abb12379218e033c1d88011cba82bebe,2011-01-19,3284,0.0,14,6,18161,2,2,3,1,1,1,0.0,0.0,1,0,0.4999943908673794,0.0283607334474649,0.0283607334474649,0.0283607334474649,0.1468237627105268,NON_CRASH
ankidroid_Anki-Android,f48ffe3605876c9e8bc4aa85e58b174d1cf2aff8,2011-01-20,3290,1.0,58,41,18168,6,6,6,1,1,2,0.91829583405449,0.896755015766315,3,0,0.49999999997484,0.9999577793848962,0.9999577793848962,0.9999577793848962,0.999992838655209,NON_CRASH
ankidroid_Anki-Android,f1300cd571b200cf5a5732f3a183d31602bbbbe5,2011-01-22,3306,2.0,136,88,18261,5,5,6,1,2,3,1.2987949406954,1.23574234943025,8,0,0.4999999999756788,0.998665400987674,0.998665400987674,0.998665400987674,0.99977318545382,NON_CRASH
ankidroid_Anki-Android,b5f84b139435cead7145656d1eb9da8c4737ab5d,2011-01-25,3321,3.0,186,37,18353,1,1,5,1,1,1,0.0,0.0,6,0,0.4999990407495736,0.9211148270564492,0.9211148270564492,0.9211148270564492,0.9856822964159504,NON_CRASH
ankidroid_Anki-Android,02ccdff35df69b3b895de6632041d15c97b48ee6,2011-01-26,3326,1.0,56,9,18369,1,6,1,1,1,3,1.37095059445467,0.93755283780661,5,0,0.4999999999737003,0.9780640130170466,0.9780640130170466,0.9780640130170466,0.996207041152424,NON_CRASH
ankidroid_Anki-Android,f882b235695f96532d7d0c7b012187c99fa4b00e,2011-01-27,3328,1.0,51,33,18374,6,8,6,1,2,3,1.06127812445913,0.323814475266987,8,0,0.4980588593063621,0.0229966983099803,0.0229966983099803,0.0229966983099803,0.121769703271144,NON_CRASH
ankidroid_Anki-Android,4902ad659fee368dd8db546d548c7c37413a7a29,2011-01-27,3343,0.0,10,4,18432,2,2,8,1,1,1,0.0,0.0,1,0,0.4999999999627023,0.9066058640037618,0.9066058640037618,0.9066058640037618,0.982812590664702,CRASH
ankidroid_Anki-Android,a9c0849f38a76c65ec1ba3906c01d9d68e219c71,2011-01-28,3490,1.0,941,475,19045,2,3,2,1,1,1,0.0,0.0,3,0,0.4999999999749993,0.9973133157721964,0.9973133157721964,0.9973133157721964,0.9995432890569234,NON_CRASH
ankidroid_Anki-Android,ffd907e0a999046b05b52f07227fa176cc1bda19,2011-01-29,3490,1.0,21,21,19060,3,10,3,1,2,5,2.25162916738782,1.95805954283763,6,0,0.499999999975,0.9999980747889254,0.9999980747889254,0.9999980747889254,0.9999996734618968,NON_CRASH
ankidroid_Anki-Android,827bade2efe4081a25274196426ccfb143f6be9f,2011-02-01,3508,3.0,171,133,19178,10,12,10,1,2,5,1.77095059445467,1.18803213804799,10,1,0.4987992293710194,0.9033939237348508,0.9033939237348508,0.9033939237348508,0.9821854210021446,CRASH
ankidroid_Anki-Android,adc162d097acf403475d3f5423ae561a3dfade36,2011-02-01,3508,0.0,3,1,19178,1,1,12,1,1,1,0.0,0.0,1,0,0.499999999970529,0.999950546250891,0.999950546250891,0.999950546250891,0.9999916117404792,CRASH
ankidroid_Anki-Android,fa14b29acc9b41a5350e00c9703f29e484cd1341,2011-02-02,3508,1.0,50,9,19180,1,9,1,1,1,6,2.58496250072116,1.92884256939555,6,0,0.4999973988616516,0.9908454600212392,0.9908454600212392,0.9908454600212392,0.9984340114139528,NON_CRASH
ankidroid_Anki-Android,8fc5308477ceeeaf032ed724ea4ed5dba0ee251e,2011-02-02,3568,0.0,17,9,19551,5,5,9,1,1,3,1.58496250072116,0.773228348524918,3,0,0.4999999999698528,0.9999498146668656,0.9999498146668656,0.9999498146668656,0.999991487645296,CRASH
ankidroid_Anki-Android,4f6dd0113baed5f025cc4bca383cada2ec599c90,2011-02-03,3511,1.0,32,18,19188,4,4,5,1,1,2,0.970950594454669,0.634309554640566,5,0,0.4999998846860626,0.9999981733497152,0.9999981733497152,0.9999981733497152,0.9999996901789724,CRASH
ankidroid_Anki-Android,54d267ba0bb61367272a58b7136bcee11e80e4f9,2011-02-03,3515,0.0,30,16,19216,4,6,4,1,1,3,1.58496250072116,1.06761116035024,3,0,0.499999999975,0.9999999999464536,0.9999999999464536,0.9999999999464536,0.999999999990905,CRASH
ankidroid_Anki-Android,6ea26aa99aee1a61d718a7a4d0a91153918aceca,2011-02-04,3515,1.0,78,62,18773,6,32,6,1,1,4,1.95006375643621,1.58778124485289,13,0,0.4995082700077335,0.1429494554805346,0.1429494554805346,0.1429494554805346,0.4958101233359784,NON_CRASH
ankidroid_Anki-Android,7e8eb1c4fa12bb05f7bd57165aa2633b5e29d1a1,2011-02-04,3515,0.0,0,0,18773,0,0,32,0,0,0,0.0,0.0,0,0,0.4999998884836542,0.0052649238119816,0.0052649238119816,0.0052649238119816,0.0302351733649969,NON_CRASH
ankidroid_Anki-Android,94fa4e0504a80044b50276977a0661d46bb92a5b,2011-02-07,3593,3.0,174,26,19679,0,33,0,1,1,5,2.25162916738782,1.78196767174442,6,0,0.4999999999748351,0.9996377551820872,0.9996377551820872,0.9996377551820872,0.9999385406956304,CRASH
ankidroid_Anki-Android,5fb05f6173b8011f7afeeef5e3b45d6861954c2d,2011-02-08,3626,1.0,56,7,19850,7,7,33,1,2,5,2.25162916738782,1.1823878594584,6,0,0.4999999989198776,0.9452537863407215,0.9452537863407215,0.9452537863407215,0.9902721907205774,NON_CRASH
ankidroid_Anki-Android,fde5066033d98807d4c39bccd0988b504d59ae37,2011-02-08,3652,0.0,26,0,20010,7,7,7,1,1,2,1.0,0.235193381819241,2,0,0.499999707203809,0.99724984105278,0.99724984105278,0.99724984105278,0.999532474256387,NON_CRASH
ankidroid_Anki-Android,feb73db937c13d3cc153907adca88ac028589229,2011-02-09,3717,1.0,42,13,20373,6,9,6,1,1,2,1.0,0.912115630720428,2,0,0.4133752128305482,0.0741593870326113,0.0741593870326113,0.0741593870326113,0.3207691056398856,NON_CRASH
ankidroid_Anki-Android,e492571f9ccf4699c2e85710638e7058795ba4be,2011-02-09,3652,0.0,25,0,20010,6,6,7,1,1,1,0.0,0.0,1,0,0.5000395431700547,0.9909070280830252,0.9909070280830252,0.9909070280830252,0.9984446234477002,CRASH
ankidroid_Anki-Android,85b20705e695048ec5896a857df2004b10eb123f,2011-02-10,3717,1.0,57,26,20375,7,7,9,1,1,3,1.5,1.13450008498172,4,0,0.499999999975,0.9999999999943155,0.9999999999943155,0.9999999999943155,0.9999999999990904,CRASH
ankidroid_Anki-Android,b854bb47cb4c08e17dbef287f8c6c3663ce3c9f7,2011-02-13,3806,3.0,223,119,21030,7,24,7,1,2,10,3.02863931183858,2.8594889408941,17,0,0.4969658849284865,0.2463926892095513,0.2463926892095513,0.2463926892095513,0.6584289757783037,NON_CRASH
ankidroid_Anki-Android,b370b99b5fcf7c80781fa0819aa5942a9e2c4399,2011-02-13,3775,0.0,12,3,20778,7,7,24,1,1,1,0.0,0.0,1,0,0.4921864005261647,0.0994137404142495,0.0994137404142495,0.0994137404142495,0.3940323691555251,NON_CRASH
ankidroid_Anki-Android,5138a7e5625bf96b4754aee711165273fa46e5d5,2011-02-13,3815,0.0,0,0,21094,0,0,7,0,0,0,0.0,0.0,0,0,0.4999999999754906,0.6486134028945966,0.6486134028945966,0.6486134028945966,0.9158456868197958,NON_CRASH
ankidroid_Anki-Android,5eada9052b1fc55cd279913092dc09327e0ae9de,2011-02-14,3856,1.0,133,83,21355,0,10,0,1,1,6,2.58496250072116,2.18176085778335,6,0,0.4999969164511925,0.8467389245041532,0.8467389245041532,0.8467389245041532,0.9702144991967788,NON_CRASH
ankidroid_Anki-Android,242e3167bfe117ae5676c11e7caeaa949d0f279f,2011-02-15,3837,1.0,16,116,21154,10,12,10,1,2,2,1.0,0.999337504168885,2,0,0.4997560356537892,0.5389916398068293,0.5389916398068293,0.5389916398068293,0.8732102307696761,NON_CRASH
ankidroid_Anki-Android,2f58d319d33eb7286baa8b63a32f2019a7414ee8,2011-02-15,3839,0.0,57,68,21174,11,11,12,1,2,2,0.91829583405449,0.99440665256278,3,0,0.4970870686685262,0.0720463477560613,0.0720463477560613,0.0720463477560613,0.3140125735843705,NON_CRASH
ankidroid_Anki-Android,a592adf63857ae06d4a65501ef3f505b564a3339,2011-02-15,3853,0.0,0,0,21301,0,0,11,0,0,0,0.0,0.0,0,0,0.4999999999749835,0.9970945845491104,0.9970945845491104,0.9970945845491104,0.9995055803404952,NON_CRASH
ankidroid_Anki-Android,7c2f01f71c911f9de88272873a798c17780d2bbb,2011-02-15,3875,0.0,90,26,21449,0,9,0,1,3,5,2.15563906222957,1.98642262927962,8,0,0.4998402886949664,0.2327633749052242,0.2327633749052242,0.2327633749052242,0.6412029750818724,NON_CRASH
ankidroid_Anki-Android,a4f5d1045a1f8e8d3c7b7b7582a46df0c318c58a,2011-02-17,3906,2.0,206,154,21603,7,7,9,1,1,3,1.37095059445467,0.519465016688528,5,0,0.499999999975,0.8770359631331122,0.8770359631331122,0.8770359631331122,0.9767521021490936,NON_CRASH
ankidroid_Anki-Android,740b317ccd902766bf6f1dee716cbd89f0cb25b3,2011-02-17,3943,0.0,60,13,21798,7,11,7,1,1,3,1.37095059445467,1.01541011588969,5,0,0.499999999975,0.9999999998884732,0.9999999998884732,0.9999999998884732,0.999999999981128,CRASH
ankidroid_Anki-Android,174cbe17f15f08e4a758f6c8d5aac2f3f63ff918,2011-02-20,4001,3.0,240,45,22118,11,15,11,1,2,8,2.78989809546429,2.43252780497204,15,0,0.499999999975,8.7775834711249e-11,8.7775834711249e-11,8.7775834711249e-11,5.170545261238991e-10,NON_CRASH
ankidroid_Anki-Android,accab3a84999c87237ebe45e9c301cc29e757696,2011-02-21,4040,1.0,291,254,22289,15,16,15,1,1,10,3.01687569576656,2.95787537506981,18,0,0.4974755160096782,0.0101134788220158,0.0101134788220158,0.0101134788220158,0.0568142881883511,NON_CRASH
ankidroid_Anki-Android,1e9f721f8ac0d9168ba19245ebacfaff5fd4f926,2011-02-22,4041,1.0,12,4,22297,1,1,16,1,1,1,0.0,0.0,1,0,0.4999999999777901,0.9981454780360696,0.9981454780360696,0.9981454780360696,0.9996846885063752,NON_CRASH
ankidroid_Anki-Android,4f47bbb0f8a8c9251d57ed0d86453e7d4dc1b8c6,2011-02-22,4089,0.0,107,46,22600,1,8,1,1,1,3,1.5,1.52410744480051,8,0,0.4999999999750001,0.9999440176861842,0.9999440176861842,0.9999440176861842,0.9999905043251334,NON_CRASH
ankidroid_Anki-Android,a26c8a0dbccb6fd3da558965206f8a3b544fe460,2011-02-24,4145,2.0,33,13,22993,8,11,8,1,3,8,3.0,2.73491128269103,8,0,0.499999999975,0.9996510083748164,0.9996510083748164,0.9996510083748164,0.999940789915221,NON_CRASH
ankidroid_Anki-Android,aefaac4fa1b4fd401f2e9ed9dd65782e903e24b7,2011-02-25,4160,1.0,152,122,23093,10,10,11,1,2,7,2.72192809488736,2.01602059414355,10,0,0.4998937468655749,0.462999115583256,0.462999115583256,0.462999115583256,0.8356169980738631,NON_CRASH
ankidroid_Anki-Android,0acff05cff43e226963aeae91705b5942c654b87,2011-02-26,4155,1.0,122,72,23058,4,4,10,1,2,2,1.0,0.972143932362108,2,0,0.4848601193206951,0.0141709315559084,0.0141709315559084,0.0141709315559084,0.0781289778514692,NON_CRASH
ankidroid_Anki-Android,5ad2cadbf44a9cfa8173c1e8ff9941283262c446,2011-02-26,4176,0.0,0,0,23144,0,0,4,0,0,0,0.0,0.0,0,0,0.4999999999750134,0.0107778620159416,0.0107778620159416,0.0107778620159416,0.0603094056325029,NON_CRASH
ankidroid_Anki-Android,df10a94064c7f9bc03289199d316efac420ab949,2011-02-27,4220,1.0,208,44,23464,0,9,0,1,1,6,2.50325833477565,2.11650661058876,9,0,0.499999999975,0.99089996964411,0.99089996964411,0.99089996964411,0.998444779835734,NON_CRASH
ankidroid_Anki-Android,ba19a345992d26a4fd1940d4de75cb6b383d2cfb,2011-02-28,4216,1.0,114,32,23583,9,14,9,1,2,6,2.41308843642576,1.80983064267892,11,0,0.4999999999749999,0.9999999878765494,0.9999999878765494,0.9999999878765494,0.9999999979419272,NON_CRASH
ankidroid_Anki-Android,7c9156ff2b7670322d7f2fbcaa69d484cf629aa0,2011-03-03,4216,3.0,182,158,23629,13,13,14,1,2,8,2.64160416786859,2.88226274602853,18,1,0.499999999975,1.0,1.0,1.0,1.0,NON_CRASH
ankidroid_Anki-Android,2fc9fe98378dbf316806e9e65045d468de9cf250,2011-03-07,4236,4.0,148,168,23702,13,17,13,1,4,12,3.41041725276052,2.7746357625866,17,0,0.4762883405879671,0.1337017475074344,0.1337017475074344,0.1337017475074344,0.4764245417571019,NON_CRASH
ankidroid_Anki-Android,084acb77c8ce79e0de9e03ac2232e3fd66eee19e,2011-03-07,4236,0.0,0,0,23702,0,0,17,0,0,0,0.0,0.0,0,0,0.499999999975,0.9999999933108938,0.9999999933108938,0.9999999933108938,0.999999998864496,NON_CRASH
ankidroid_Anki-Android,904dcaa1fbd894674f7f985fa195184a2d3984f6,2011-03-12,4242,5.0,241,92,23727,0,11,0,1,3,9,2.8993974703477,1.60094194232656,16,0,0.4996040155478315,0.8441973936227437,0.8441973936227437,0.8441973936227437,0.9696471660551136,NON_CRASH
ankidroid_Anki-Android,198582f83d81e985c160faf9c1956882dd5ab6db,2011-03-13,4242,1.0,1,2,23727,2,2,11,1,1,2,1.0,0.91829583405449,2,0,0.499999999975,0.8000248969206193,0.8000248969206193,0.8000248969206193,0.9592936088329356,NON_CRASH
ankidroid_Anki-Android,8868b77b4a06d4e11d2b27e73f3cca9d0e38d24a,2011-03-14,4242,1.0,67,17,23733,2,8,2,1,1,5,2.23127025460758,1.61700458002358,11,0,0.4999999999651714,0.8461093782078897,0.8461093782078897,0.8461093782078897,0.9700742245552572,NON_CRASH
ankidroid_Anki-Android,237e442bd749322cb1cbee6ab44bb0cb32048662,2011-03-14,4281,0.0,33,31,23955,4,4,8,1,1,2,0.811278124459133,0.337290066617014,4,0,0.499999999975,0.99999999999784,0.99999999999784,0.99999999999784,0.9999999999996588,NON_CRASH
ankidroid_Anki-Android,6ce09c3420287f17ec1a1017e541e0e5f70a357b,2011-03-18,4240,4.0,383,360,23735,4,14,4,1,1,5,2.08900382877759,0.82669079029333,19,0,0.4999999942632048,0.965785742110868,0.965785742110868,0.965785742110868,0.9940271804161436,NON_CRASH
ankidroid_Anki-Android,791a9ff831d6ccba26c4774d8fe798395cf4694d,2011-03-20,4260,2.0,115,44,23800,8,8,14,1,1,4,1.92192809488736,1.77924517704479,5,0,0.4994953867846016,0.0150831653508247,0.0150831653508247,0.0150831653508247,0.0828125631703882,NON_CRASH
ankidroid_Anki-Android,1bd475d3fe6a3e76860a17e0cdef2737cb036c38,2011-03-20,4314,0.0,46,0,24109,3,3,8,1,1,1,0.0,0.0,1,0,0.5000000000295447,0.9999999465393912,0.9999999465393912,0.9999999465393912,0.9999999909244366,CRASH
ankidroid_Anki-Android,73b40fc187da02abb32fb47dae3b5ff929b4b0e9,2011-03-20,4317,0.0,18,13,24135,3,4,3,1,1,3,1.52192809488736,1.01524483909589,5,0,0.499999999974997,0.8280404489166083,0.8280404489166083,0.8280404489166083,0.9659461445887016,NON_CRASH
ankidroid_Anki-Android,40e85f12879c37fab63a1be1d33b2b0ef3425718,2011-03-23,4241,3.0,23,42,23741,4,6,4,1,1,3,1.5,0.799001465043981,4,0,0.4999999999750003,0.9999996564573076,0.9999996564573076,0.9999996564573076,0.9999999416797908,NON_CRASH
ankidroid_Anki-Android,cabf0771ced78e5425215cdea60ca605f232a22f,2011-03-26,4249,3.0,199,109,23787,6,11,6,1,1,5,2.15596810214591,1.81624392459448,14,0,0.4999999995423707,0.9725648943137748,0.9725648943137748,0.9725648943137748,0.9952340236085576,NON_CRASH
ankidroid_Anki-Android,8afda205d32b7cd9af6b5eadfb7dad41afbd121c,2011-03-27,4247,1.0,18,13,23771,4,4,11,1,1,1,0.0,0.0,2,0,0.5000000110793196,1.354603413806257e-05,1.354603413806257e-05,1.354603413806257e-05,7.985986336936184e-05,NON_CRASH
ankidroid_Anki-Android,ec110b70ef1a17667361e3364c4fbafe2bd721a2,2011-03-28,4341,1.0,62,61,24252,4,14,4,1,1,1,0.0,0.0,1,0,0.4999999950713954,0.1723775114002446,0.1723775114002446,0.1723775114002446,0.5509455640168108,NON_CRASH
ankidroid_Anki-Android,a55350ce0a6ac603e747f6737cbe65352351780a,2011-03-29,4252,1.0,106,30,23803,2,2,14,1,1,2,0.91829583405449,0.822725596022361,3,0,0.5000238932318593,0.9922216312617606,0.9922216312617606,0.9922216312617606,0.9986721238645364,NON_CRASH
ankidroid_Anki-Android,831b461de719f3f0b9c5c968601da42d78510c32,2011-04-08,4249,10.0,90,11,23781,2,4,2,1,1,4,2.0,1.40339186663002,4,0,0.4999015157498479,0.8307934831118784,0.8307934831118784,0.8307934831118784,0.9666089840077318,NON_CRASH
ankidroid_Anki-Android,de9e6eca1c681359de14d96a707162b564a8ec6c,2011-04-10,4247,2.0,9,3,23766,2,2,4,1,2,2,0.91829583405449,0.979868756651153,3,0,0.4997571172892998,0.5782990978968895,0.5782990978968895,0.5782990978968895,0.8898448219921614,NON_CRASH
ankidroid_Anki-Android,9470fd9d070bab9a9d6312c500a7fd3221c0ddc1,2011-04-11,4244,1.0,0,0,23744,0,0,2,0,0,0,0.0,0.0,0,0,0.4974306049587593,0.5332203509898896,0.5332203509898896,0.5332203509898896,0.8707181402162845,NON_CRASH
ankidroid_Anki-Android,117480c07aecb3e97084b02eba06e9375b9df5ab,2011-04-11,4247,0.0,7,0,23767,0,1,0,1,1,1,0.0,0.0,1,0,0.5000000009056182,0.9612235801804356,0.9612235801804356,0.9612235801804356,0.9931982936049292,NON_CRASH
ankidroid_Anki-Android,841b3c91581f0e01234e2594158335e97c8635dc,2011-04-19,4244,8.0,377,129,23745,1,7,1,1,1,4,1.65774272650489,0.234094296625237,9,0,0.4974740321084506,0.7173524841975147,0.7173524841975147,0.7173524841975147,0.9373570207009334,NON_CRASH
ankidroid_Anki-Android,f06a3c24e26af1ab7fa0355f7fac585776ad21a3,2011-04-19,4249,0.0,70,55,23763,2,2,7,1,1,2,1.0,0.0672215447583069,2,0,0.499999999975,1.0,1.0,1.0,1.0,CRASH
ankidroid_Anki-Android,47c61be8c723c231c2430253324bf71a2db46f08,2011-04-20,4249,1.0,96,12,23765,2,4,2,1,1,4,1.79248125036058,1.12173011405938,6,0,0.4999999999651977,0.3872657552029421,0.3872657552029421,0.3872657552029421,0.7884196622045059,NON_CRASH
ankidroid_Anki-Android,f26b7662ae9db9a92d21d59926558d2f0cb533c3,2011-04-22,4249,2.0,56,21,23351,4,37,4,1,1,5,2.32192809488736,1.91113400222759,5,0,0.4430371171941181,0.0470848946697552,0.0470848946697552,0.0470848946697552,0.2255995329840981,NON_CRASH
ankidroid_Anki-Android,c5c41dff8fb3927d97666bea01802706dee46ddc,2011-04-22,4249,0.0,11,11,23758,36,36,37,1,1,1,0.0,0.0,1,0,0.391405206966106,0.1179733304385502,0.1179733304385502,0.1179733304385502,0.4408981351602842,NON_CRASH
ankidroid_Anki-Android,72409c7ca6a00a42fe1053880e2851bc47e366e2,2011-04-22,4249,0.0,0,0,23758,0,0,36,0,0,0,0.0,0.0,0,0,0.4999991806475547,0.4162781293719655,0.4162781293719655,0.4162781293719655,0.8077243920716669,NON_CRASH
ankidroid_Anki-Android,5a984b0dc0b7c2504ab8c0a9444ddb28fce29508,2011-04-22,4411,0.0,25,18,24560,0,2,0,1,1,2,1.0,0.365055189640285,2,0,0.4997844797717986,0.4950072371178227,0.4950072371178227,0.4950072371178227,0.8524910893254573,NON_CRASH
ankidroid_Anki-Android,2fe261fb3fb37e840f85106f23e1b38c06852e5d,2011-04-22,4411,0.0,0,0,24553,0,0,2,0,0,0,0.0,0.0,0,0,0.4999964229634431,0.8871104595066431,0.8871104595066431,0.8871104595066431,0.9788720797618748,NON_CRASH
ankidroid_Anki-Android,e27f01928d8a6c1d2cfc20541c221fdafff7828f,2011-04-22,4410,0.0,0,0,24557,0,0,0,0,0,0,0.0,0.0,0,0,0.478476221036631,0.036341388077435,0.036341388077435,0.036341388077435,0.1817675589803819,NON_CRASH
ankidroid_Anki-Android,d0816289b87efa3eb7c154ce459532dfc8301992,2011-04-22,4410,0.0,0,0,24557,0,0,0,0,0,0,0.0,0.0,0,0,0.499999999975,0.6907661711523736,0.6907661711523736,0.6907661711523736,0.9293709062673132,NON_CRASH
ankidroid_Anki-Android,3be71bbdd9fcb544925da77a14f80f3305651c9a,2011-04-23,4419,1.0,327,214,24615,3,5,3,1,2,5,2.11807820934971,1.31627343352109,11,0,0.5000000005957536,0.6268874347139133,0.6268874347139133,0.6268874347139133,0.9083066949127616,CRASH
ankidroid_Anki-Android,c8eb45b0dc8226ed96bdd62ad08470d9846d4248,2011-04-23,4415,0.0,81,147,24594,0,3,0,1,1,2,0.721928094887362,0.413816850303634,5,0,0.499999999975,1.0,1.0,1.0,1.0,NON_CRASH
ankidroid_Anki-Android,cf09dafcc7560b31699bb1e9a2ea3ff8ef6d619c,2011-05-18,4482,25.0,2916,5469,24988,5,56,5,1,3,16,3.6324091618051,1.74607127007093,42,1,0.4999978424084647,0.99423671875759,0.99423671875759,0.99423671875759,0.9990169140712676,NON_CRASH
ankidroid_Anki-Android,8544c0ee4c6df4e68f1400abd4ea591e61d04b30,2011-05-19,4481,1.0,3,10,24982,2,2,56,1,1,2,1.0,0.995727452084926,2,0,0.499999999975,0.8059232266280122,0.8059232266280122,0.8059232266280122,0.960758211060594,NON_CRASH
ankidroid_Anki-Android,802af7272942acb7af0539050de66dedd63f7160,2011-05-25,4561,6.0,325,23,25394,2,7,2,1,2,5,2.04643934467102,1.18005019965515,10,1,0.3909995674964006,0.0933289204329756,0.0933289204329756,0.0933289204329756,0.3774730837862405,NON_CRASH
ankidroid_Anki-Android,a8cc9c056f310580e16d3fddeb3e79eaeadbf680,2011-06-02,4564,8.0,0,0,25411,0,0,2,0,0,0,0.0,0.0,0,0,0.499971413958082,0.0272545967091375,0.0272545967091375,0.0272545967091375,0.1416639374807717,NON_CRASH
ankidroid_Anki-Android,77c1e1f3c77908fcc60878846684251096d1ff45,2011-06-02,4564,0.0,25,4,25411,2,2,7,1,1,1,0.0,0.0,2,0,0.499999999975,0.6815912255398121,0.6815912255398121,0.6815912255398121,0.926582446771218,NON_CRASH
ankidroid_Anki-Android,47b07779142956e33a7548c4790003533a89328e,2011-06-06,4566,4.0,80,22,25433,0,4,0,1,2,3,1.52192809488736,0.600575070041642,5,0,0.4999964060207627,0.9912145601862608,0.9912145601862608,0.9912145601862608,0.9984976141304056,NON_CRASH
ankidroid_Anki-Android,07da6c74b24f65a92aa0daeb994e38881bb7b2a9,2011-06-11,4572,5.0,41,3,25458,4,5,4,1,2,2,0.91829583405449,0.266764987803026,3,1,0.5000000054812201,0.9670020031472584,0.9670020031472584,0.9670020031472584,0.9942454862393336,NON_CRASH
ankidroid_Anki-Android,8b1e8fa56c4041e591018984d068455c7a5a2585,2011-06-15,4582,4.0,117,35,25528,2,2,5,1,2,2,0.650022421648354,0.208707282092386,6,0,0.5000000013018463,0.9688361196560428,0.9688361196560428,0.9688361196560428,0.9945690628579128,NON_CRASH
ankidroid_Anki-Android,1783e497622fa1047f6fdb90ddb55b74156fcaca,2011-06-21,4601,6.0,79,48,25625,2,9,2,1,1,2,1.0,0.274572665397734,4,0,0.4909495945138117,0.134752638537473,0.134752638537473,0.134752638537473,0.4784602051429822,NON_CRASH
ankidroid_Anki-Android,48f0cd53552fe9100ad1fa998a3537e6cdbebe2f,2011-06-23,4601,2.0,1,1,25625,1,1,9,1,1,1,0.0,0.0,1,0,0.4921940921607083,0.6105647901432985,0.6105647901432985,0.6105647901432985,0.9023781910019276,NON_CRASH
ankidroid_Anki-Android,d26058cbb08f8cb629bbb7cd045aec3c36832a27,2011-06-23,4115,0.0,336,0,22432,1,3,1,1,1,1,0.0,0.0,1,0,0.4999999999749491,0.999739368479356,0.999739368479356,0.999739368479356,0.999955784377622,NON_CRASH
ankidroid_Anki-Android,4d0cf08d6f03504241039005f7f11af67aa67348,2011-06-30,4602,7.0,575,31,25628,3,7,3,1,2,4,1.83659166810898,0.821415795608231,9,0,0.499999999975,0.8534348245395438,0.8534348245395438,0.8534348245395438,0.971696137220842,NON_CRASH
ankidroid_Anki-Android,0caa0bfc72f4cd59030dd60b5b7641151fa16d02,2011-07-11,4603,11.0,166,123,25630,7,10,7,1,2,6,2.38989809546429,1.6942989473323,15,0,0.4999912419008686,0.0001229991957111,0.0001229991957111,0.0001229991957111,0.0007247463277218,NON_CRASH
ankidroid_Anki-Android,08e2b2cb9546d8386e7e67be5d41bb4802815934,2011-07-13,4603,2.0,6,1,25634,1,1,10,1,1,1,0.0,0.0,1,0,0.4539133759084295,0.024110050791342,0.024110050791342,0.024110050791342,0.1270431959867544,NON_CRASH
ankidroid_Anki-Android,677e62abb8154b1f156296f50d017535bceb404b,2011-07-13,4603,0.0,1,1,25634,1,1,1,1,1,1,0.0,0.0,1,0,0.499999999975,0.9758000040052088,0.9758000040052088,0.9758000040052088,0.9958112320597498,NON_CRASH
ankidroid_Anki-Android,ab83b4d7a3252cdc33df79e1ae7980c543d79ad7,2011-07-25,4615,12.0,249,141,25709,1,23,1,1,4,10,3.13071798792737,2.28710781998729,17,1,0.4999999999749999,0.9999999450331544,0.9999999450331544,0.9999999450331544,0.9999999906769972,NON_CRASH
